301859	2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.244 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
2148.800 	 0.242 	 
2148.800 	 0.243 	 
301860	8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.243 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
8624.0 	 0.245 	 
8624.0 	 0.244 	 
8624.0 	 0.244 	 
301861	19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.24 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.24 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.24 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.240 	 
19733.0 	 0.238 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.240 	 
19733.0 	 0.238 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.24 	 
19733.0 	 0.239 	 
19733.0 	 0.240 	 
19733.0 	 0.239 	 
19733.0 	 0.239 	 
301862	363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
363.6000 	 0.246 	 
